Month,Product_Category,Previous_Sales,Seasonality_Factor,Demand
2,Confectionery,123,1.1,140
7,Snacks,400,1.4,493
3,Snacks,192,1.2,191
3,Beverages,341,1.2,330
2,Confectionery,447,1.1,580
4,Confectionery,161,1.0,175
8,Confectionery,255,1.2,342
12,Confectionery,180,1.8,386
1,Snacks,418,1.0,490
1,Beverages,159,1.0,174
12,Beverages,419,1.8,812
5,Snacks,116,1.3,140
11,Confectionery,431,1.6,580
5,Beverages,135,1.3,180
11,Beverages,324,1.6,534
12,Snacks,276,1.8,586
1,Confectionery,487,1.0,475
6,Beverages,374,1.5,603
1,Confectionery,59,1.0,60
5,Beverages,466,1.3,527
9,Snacks,446,1.3,601
12,Confectionery,433,1.8,791
5,Snacks,404,1.3,523
6,Beverages,484,1.5,729
8,Snacks,337,1.2,350
11,Snacks,161,1.6,253
1,Snacks,73,1.0,76
2,Beverages,340,1.1,372
9,Confectionery,388,1.3,502
3,Snacks,375,1.2,373
6,Confectionery,217,1.5,285
5,Beverages,487,1.3,587
11,Confectionery,158,1.6,244
2,Snacks,477,1.1,544
7,Snacks,239,1.4,383
4,Snacks,404,1.0,348
1,Snacks,245,1.0,197
4,Snacks,82,1.0,80
6,Snacks,254,1.5,370
7,Beverages,361,1.4,515
7,Beverages,469,1.4,744
7,Beverages,231,1.4,362
3,Confectionery,196,1.2,197
6,Confectionery,476,1.5,837
8,Beverages,317,1.2,321
4,Confectionery,60,1.0,63
8,Confectionery,119,1.2,152
2,Snacks,305,1.1,359
10,Snacks,445,1.4,564
9,Confectionery,268,1.3,324
9,Confectionery,346,1.3,458
8,Beverages,458,1.2,483
10,Confectionery,411,1.4,464
10,Snacks,308,1.4,441
1,Confectionery,52,1.0,51
2,Beverages,133,1.1,155
6,Snacks,205,1.5,264
10,Snacks,200,1.4,318
5,Snacks,225,1.3,251
12,Snacks,244,1.8,507
9,Confectionery,475,1.3,605
5,Beverages,156,1.3,206
2,Confectionery,473,1.1,602
10,Confectionery,183,1.4,235
4,Snacks,325,1.0,283
9,Beverages,444,1.3,564
1,Snacks,401,1.0,359
11,Confectionery,429,1.6,694
1,Confectionery,204,1.0,185
12,Snacks,326,1.8,672
7,Confectionery,285,1.4,416
11,Confectionery,289,1.6,369
3,Snacks,419,1.2,564
10,Confectionery,62,1.4,80
2,Beverages,391,1.1,399
9,Snacks,84,1.3,104
3,Beverages,96,1.2,121
2,Confectionery,263,1.1,282
12,Confectionery,461,1.8,872
8,Snacks,454,1.2,467
10,Confectionery,195,1.4,324
6,Snacks,208,1.5,340
6,Snacks,493,1.5,665
10,Snacks,174,1.4,265
11,Snacks,159,1.6,262
7,Snacks,86,1.4,101
7,Beverages,326,1.4,397
11,Snacks,63,1.6,82
6,Beverages,396,1.5,667
4,Confectionery,281,1.0,286
11,Snacks,365,1.6,541
9,Confectionery,173,1.3,191
6,Snacks,328,1.5,488
4,Beverages,160,1.0,161
12,Beverages,173,1.8,336
3,Beverages,462,1.2,658
4,Confectionery,480,1.0,467
3,Snacks,79,1.2,91
2,Confectionery,164,1.1,171
5,Beverages,139,1.3,204
2,Confectionery,261,1.1,247
6,Beverages,87,1.5,122
3,Beverages,132,1.2,172
6,Beverages,76,1.5,91
11,Snacks,266,1.6,389
10,Snacks,409,1.4,604
9,Beverages,421,1.3,478
1,Confectionery,264,1.0,243
6,Confectionery,270,1.5,402
9,Snacks,64,1.3,80
11,Beverages,492,1.6,663
4,Confectionery,308,1.0,361
11,Beverages,315,1.6,412
12,Confectionery,169,1.8,334
2,Snacks,450,1.1,410
4,Beverages,177,1.0,174
1,Beverages,260,1.0,226
3,Confectionery,60,1.2,61
10,Confectionery,225,1.4,267
9,Confectionery,182,1.3,232
10,Beverages,374,1.4,526
5,Snacks,369,1.3,409
11,Snacks,63,1.6,120
6,Confectionery,99,1.5,134
3,Snacks,459,1.2,541
5,Confectionery,121,1.3,139
11,Snacks,118,1.6,188
8,Beverages,440,1.2,582
6,Confectionery,432,1.5,653
4,Snacks,65,1.0,59
2,Beverages,488,1.1,482
9,Snacks,383,1.3,549
12,Beverages,406,1.8,619
1,Beverages,105,1.0,99
1,Snacks,154,1.0,132
4,Snacks,181,1.0,163
7,Beverages,97,1.4,116
1,Beverages,297,1.0,342
9,Beverages,322,1.3,457
4,Confectionery,160,1.0,163
3,Beverages,469,1.2,500
1,Confectionery,375,1.0,376
10,Beverages,385,1.4,543
4,Confectionery,398,1.0,412
9,Beverages,87,1.3,93
10,Beverages,406,1.4,675
6,Beverages,289,1.5,427
6,Snacks,367,1.5,644
1,Snacks,170,1.0,136
10,Beverages,97,1.4,122
2,Confectionery,59,1.1,54
11,Confectionery,282,1.6,499
6,Beverages,85,1.5,118
2,Snacks,462,1.1,577
3,Confectionery,53,1.2,72
4,Snacks,93,1.0,99
11,Confectionery,105,1.6,179
5,Beverages,91,1.3,127
9,Snacks,304,1.3,422
12,Confectionery,277,1.8,476
4,Beverages,163,1.0,174
11,Beverages,286,1.6,530
9,Beverages,446,1.3,540
11,Snacks,223,1.6,420
10,Snacks,304,1.4,342
3,Beverages,466,1.2,525
8,Snacks,326,1.2,333
12,Confectionery,384,1.8,587
1,Beverages,490,1.0,551
11,Beverages,118,1.6,220
9,Snacks,375,1.3,541
9,Beverages,279,1.3,431
10,Confectionery,116,1.4,143
2,Snacks,353,1.1,332
4,Snacks,466,1.0,469
8,Beverages,85,1.2,115
7,Beverages,466,1.4,532
1,Beverages,208,1.0,249
5,Snacks,198,1.3,267
7,Beverages,76,1.4,126
4,Confectionery,121,1.0,114
1,Beverages,297,1.0,292
9,Beverages,150,1.3,214
5,Snacks,239,1.3,347
11,Beverages,145,1.6,207
2,Snacks,433,1.1,558
8,Beverages,331,1.2,455
11,Confectionery,371,1.6,479
2,Confectionery,445,1.1,416
3,Snacks,327,1.2,391
10,Snacks,66,1.4,90
1,Beverages,312,1.0,338
11,Beverages,156,1.6,208
2,Confectionery,117,1.1,136
7,Beverages,177,1.4,259
10,Confectionery,342,1.4,427
2,Snacks,343,1.1,383
6,Beverages,145,1.5,193
3,Snacks,444,1.2,457
4,Beverages,50,1.0,51
11,Confectionery,458,1.6,872
8,Snacks,347,1.2,372
3,Snacks,229,1.2,258
10,Beverages,457,1.4,577
6,Snacks,230,1.5,312
1,Confectionery,284,1.0,273
7,Snacks,489,1.4,739
8,Snacks,368,1.2,360
11,Beverages,386,1.6,730
8,Snacks,57,1.2,55
3,Beverages,492,1.2,680
10,Beverages,478,1.4,774
1,Snacks,76,1.0,76
9,Confectionery,357,1.3,396
6,Beverages,195,1.5,300
11,Snacks,140,1.6,235
9,Beverages,391,1.3,581
7,Confectionery,321,1.4,458
1,Confectionery,371,1.0,357
12,Beverages,54,1.8,110
12,Confectionery,131,1.8,281
1,Snacks,436,1.0,461
6,Snacks,268,1.5,462
5,Beverages,167,1.3,225
9,Confectionery,130,1.3,181
2,Snacks,119,1.1,140
8,Snacks,164,1.2,212
11,Snacks,312,1.6,463
5,Beverages,355,1.3,475
2,Beverages,191,1.1,218
10,Snacks,471,1.4,610
11,Snacks,256,1.6,384
11,Confectionery,160,1.6,282
12,Confectionery,352,1.8,654
6,Confectionery,161,1.5,207
10,Beverages,466,1.4,740
8,Snacks,92,1.2,127
4,Beverages,396,1.0,390
2,Snacks,334,1.1,324
12,Confectionery,177,1.8,375
11,Confectionery,234,1.6,431
5,Confectionery,278,1.3,324
12,Confectionery,438,1.8,660
2,Snacks,270,1.1,289
2,Confectionery,401,1.1,472
6,Snacks,493,1.5,643
11,Snacks,166,1.6,267
10,Beverages,119,1.4,161
9,Confectionery,435,1.3,653
4,Confectionery,119,1.0,115
6,Beverages,159,1.5,241
7,Snacks,476,1.4,787
11,Confectionery,181,1.6,266
6,Snacks,105,1.5,144
8,Beverages,492,1.2,661
4,Snacks,138,1.0,125
12,Confectionery,186,1.8,379
1,Snacks,180,1.0,150
7,Snacks,267,1.4,315
3,Confectionery,225,1.2,313
6,Confectionery,220,1.5,335
2,Snacks,149,1.1,178
9,Snacks,178,1.3,205
1,Beverages,106,1.0,91
6,Confectionery,230,1.5,391
6,Snacks,295,1.5,417
5,Confectionery,193,1.3,246
5,Beverages,100,1.3,105
1,Snacks,417,1.0,397
10,Snacks,267,1.4,414
12,Snacks,153,1.8,310
5,Confectionery,432,1.3,606
2,Beverages,104,1.1,123
7,Confectionery,306,1.4,429
3,Snacks,395,1.2,481
4,Beverages,205,1.0,224
3,Snacks,102,1.2,110
3,Snacks,491,1.2,525
4,Confectionery,378,1.0,446
5,Snacks,493,1.3,519
1,Beverages,236,1.0,201
4,Snacks,413,1.0,424
12,Snacks,199,1.8,392
12,Confectionery,313,1.8,571
11,Beverages,299,1.6,450
8,Confectionery,482,1.2,688
10,Snacks,347,1.4,525
7,Confectionery,460,1.4,729
9,Confectionery,472,1.3,500
5,Confectionery,260,1.3,302
10,Confectionery,74,1.4,98
4,Snacks,343,1.0,299
8,Snacks,390,1.2,388
9,Beverages,201,1.3,232
7,Confectionery,73,1.4,103
7,Confectionery,301,1.4,454
5,Beverages,109,1.3,157
4,Confectionery,483,1.0,394
10,Beverages,416,1.4,565
1,Snacks,115,1.0,97
10,Beverages,447,1.4,608
10,Confectionery,102,1.4,139
7,Beverages,465,1.4,650
1,Snacks,155,1.0,179
1,Confectionery,145,1.0,162
5,Snacks,225,1.3,308
9,Snacks,88,1.3,132
6,Beverages,217,1.5,348
3,Snacks,91,1.2,123
3,Confectionery,416,1.2,511
7,Snacks,153,1.4,216
6,Snacks,382,1.5,624
9,Beverages,253,1.3,265
6,Snacks,57,1.5,92
5,Beverages,331,1.3,505
10,Beverages,445,1.4,676
7,Confectionery,92,1.4,104
1,Confectionery,484,1.0,460
12,Confectionery,159,1.8,321
7,Confectionery,259,1.4,429
3,Beverages,286,1.2,325
9,Snacks,405,1.3,598
6,Confectionery,368,1.5,632
9,Confectionery,98,1.3,108
5,Confectionery,164,1.3,242
7,Snacks,204,1.4,265
4,Confectionery,186,1.0,192
7,Snacks,216,1.4,307
1,Beverages,370,1.0,394
7,Beverages,248,1.4,380
8,Beverages,120,1.2,140
5,Snacks,56,1.3,84
2,Confectionery,249,1.1,307
5,Confectionery,385,1.3,557
6,Confectionery,116,1.5,171
12,Confectionery,187,1.8,274
2,Confectionery,291,1.1,319
6,Snacks,262,1.5,455
6,Beverages,230,1.5,302
1,Confectionery,303,1.0,361
1,Beverages,150,1.0,168
11,Snacks,400,1.6,693
10,Snacks,136,1.4,203
3,Confectionery,234,1.2,290
10,Snacks,140,1.4,213
10,Beverages,297,1.4,402
12,Confectionery,263,1.8,538
3,Confectionery,408,1.2,528
4,Beverages,298,1.0,330
2,Confectionery,175,1.1,215
9,Confectionery,460,1.3,500
10,Beverages,487,1.4,560
12,Confectionery,418,1.8,842
11,Confectionery,53,1.6,76
7,Beverages,137,1.4,198
7,Snacks,200,1.4,273
6,Beverages,225,1.5,272
3,Confectionery,260,1.2,254
6,Beverages,475,1.5,805
12,Confectionery,308,1.8,578
8,Confectionery,140,1.2,169
8,Beverages,308,1.2,435
11,Confectionery,461,1.6,641
9,Snacks,240,1.3,281
1,Confectionery,130,1.0,143
1,Beverages,464,1.0,515
3,Snacks,187,1.2,215
3,Snacks,482,1.2,682
10,Confectionery,399,1.4,656
8,Beverages,175,1.2,169
10,Confectionery,418,1.4,508
1,Confectionery,454,1.0,512
2,Beverages,405,1.1,416
2,Beverages,358,1.1,330
3,Confectionery,392,1.2,524
6,Snacks,279,1.5,410
1,Confectionery,394,1.0,392
2,Snacks,359,1.1,345
1,Confectionery,490,1.0,521
5,Beverages,69,1.3,91
7,Snacks,418,1.4,516
8,Beverages,98,1.2,110
10,Beverages,184,1.4,267
1,Beverages,78,1.0,91
7,Beverages,97,1.4,158
5,Beverages,318,1.3,378
10,Confectionery,52,1.4,79
1,Snacks,307,1.0,340
3,Confectionery,65,1.2,87
7,Confectionery,143,1.4,205
10,Confectionery,407,1.4,458
1,Beverages,183,1.0,202
7,Confectionery,350,1.4,412
5,Snacks,376,1.3,413
1,Confectionery,182,1.0,189
1,Beverages,361,1.0,430
1,Snacks,432,1.0,387
11,Snacks,81,1.6,137
9,Snacks,354,1.3,424
11,Snacks,318,1.6,589
3,Confectionery,463,1.2,576
5,Beverages,74,1.3,84
11,Snacks,365,1.6,528
10,Snacks,108,1.4,147
12,Beverages,262,1.8,400
9,Confectionery,205,1.3,221
6,Snacks,363,1.5,583
12,Confectionery,325,1.8,563
9,Confectionery,467,1.3,662
8,Confectionery,438,1.2,443
8,Confectionery,259,1.2,324
1,Snacks,493,1.0,481
9,Snacks,476,1.3,509
6,Confectionery,106,1.5,161
9,Confectionery,234,1.3,253
3,Beverages,103,1.2,139
12,Beverages,258,1.8,488
3,Beverages,417,1.2,511
6,Snacks,478,1.5,611
9,Beverages,391,1.3,465
7,Snacks,342,1.4,477
3,Snacks,389,1.2,491
3,Snacks,353,1.2,369
2,Snacks,301,1.1,266
9,Beverages,423,1.3,515
3,Confectionery,487,1.2,580
11,Confectionery,353,1.6,493
5,Confectionery,161,1.3,208
9,Beverages,415,1.3,504
8,Confectionery,55,1.2,64
2,Beverages,467,1.1,482
3,Beverages,240,1.2,302
2,Beverages,383,1.1,344
8,Confectionery,481,1.2,501
6,Confectionery,328,1.5,478
6,Confectionery,431,1.5,609
12,Snacks,389,1.8,669
9,Beverages,62,1.3,90
8,Snacks,352,1.2,487
4,Beverages,93,1.0,83
12,Confectionery,154,1.8,314
4,Beverages,209,1.0,205
9,Beverages,203,1.3,240
1,Snacks,291,1.0,347
2,Beverages,230,1.1,285
2,Confectionery,63,1.1,83
6,Beverages,229,1.5,297
